review_text,true_label,prompt_style,temperature,category,product,rating,sample_id
"Great series, really got me hooked. Acting and storylines are top notch, just a few episodes felt a bit slow.",organic,with_examples,0.0,Movies_and_TV_5,drama series box set,4,8
"Decent phone, does the job, but battery life could be better.",organic,with_examples,0.0,Electronics_5,smartphone,3,9
"It's okay, does the job but the pieces are really flimsy, expected better quality.",organic,with_examples,0.0,Toys_and_Games_5,puzzle,2,10
"Terrible tablet, freezes all the time, not worth the money.",organic,with_examples,0.0,Electronics_5,tablet,1,11
"It's okay, does the job but drawers can be sticky at times.",organic,with_examples,0.0,Office_Products_5,filing cabinet,2,12
"Fantastic cookware set, non-stick coating is amazing and the price is unbeatable, exactly what I needed for my kitchen.",organic,with_examples,0.0,Home_and_Kitchen_5,cookware set,5,13
"Not what I expected, pieces don't fit together well.",organic,with_examples,0.0,Toys_and_Games_5,building blocks,1,14
"Does the job, suction is decent, but a bit heavy to maneuver.",organic,with_examples,0.0,Home_and_Kitchen_5,vacuum cleaner,3,15
"Terrible phone, freezes all the time, not what I expected for the price.",organic,with_examples,0.0,Electronics_5,smartphone,1,16
"Blends like a dream, exactly what I needed for my kitchen.",organic,with_examples,0.0,Home_and_Kitchen_5,blender,5,17
"Doesn't blend well, not what I expected for the price.",organic,with_examples,0.0,Home_and_Kitchen_5,blender,1,18
"Perfect cutting board, exactly the size I needed and the material is very durable.",organic,with_examples,0.0,Home_and_Kitchen_5,cutting board,5,19
"It's okay, does the job, but not the best I've used, still a decent shampoo for the price.",organic,with_examples,0.0,Beauty_5,shampoo,3,20
"It's okay, does the job but the material feels kinda cheap.",organic,with_examples,0.2,Pet_Supplies_5,pet food bowl,2,1
"Terrible sound quality, not what I expected for the price, keeps dropping the connection.",organic,with_examples,0.2,Electronics_5,wireless headphones,1,2
"Does the job, but battery life is pretty short, not what I expected for the price.",organic,with_examples,0.2,Sports_and_Outdoors_5,fitness tracker,2,3
"It's okay, does the job but the material feels kinda cheap.",organic,with_examples,0.2,Pet_Supplies_5,pet food bowl,2,4
"Looks fantastic, the leather strap is really nice quality, my only issue is the buckle can be a bit tricky to use.",organic,with_examples,0.2,Clothing_Shoes_and_Jewelry_5,leather watch,4,5
"It's okay paper, does the job but nothing special, expected a bit brighter white for the price.",organic,with_examples,0.2,Office_Products_5,printer paper,2,6
"Perfect addition to our game nights, exactly what we needed, great quality and so much fun.",organic,with_examples,0.2,Toys_and_Games_5,board game,5,7
"Awesome figure, exactly as pictured, and the details are spot on.",organic,with_examples,0.2,Toys_and_Games_5,action figure,5,8
"Perfect grip, great cushioning, and excellent quality, exactly what I needed for my daily yoga practice.",organic,with_examples,0.2,Sports_and_Outdoors_5,yoga mat,5,9
"It's okay, does the job but nothing special, didn't notice a huge difference in my skin.",organic,with_examples,0.2,Beauty_5,face cream,2,10
"It's okay, my cat uses it but it's not as plush as I thought it'd be.",organic,with_examples,0.2,Pet_Supplies_5,cat bed,2,11
"Amazing dryer, does the job perfectly. Heats up quickly and is really quiet, love it!",organic,with_examples,0.2,Beauty_5,hair dryer,5,12
"Perfect grip, great cushioning, and excellent quality, exactly what I needed for my daily yoga routine.",organic,with_examples,0.2,Sports_and_Outdoors_5,yoga mat,5,13
"Works well, picks up everything, only wish it was a bit lighter.",organic,with_examples,0.2,Home_and_Kitchen_5,vacuum cleaner,4,14
"Not what I expected, fell flat for me.",organic,with_examples,0.2,Books_5,thriller novel,1,15
"It's a decent chair, does the job but not the most comfortable I've sat in, good value for the price though.",organic,with_examples,0.2,Office_Products_5,office chair,3,16
"Perfect little stove, exactly what I needed for backpacking trips, lightweight and works like a charm.",organic,with_examples,0.2,Sports_and_Outdoors_5,camping stove,5,17
"Broke after a month, not worth the money at all.",organic,with_examples,0.2,Home_and_Kitchen_5,vacuum cleaner,1,18
"Does the job, decent battery life, but the screen could be better.",organic,with_examples,0.2,Electronics_5,smart watch,3,19
"Charges my phone quickly, pretty compact for the capacity, only wish it had a faster charging input.",organic,with_examples,0.2,Electronics_5,power bank,4,20
